Name,Value,Race,Index,Winner,Role,Film
Russell Crowe,2000,White,1,Winner,Maximus Decimus Meridius,Gladiator
Javier Bardem,2000,White,2,Non-Winner,Reinaldo Arenas,Before Night Falls
Tom Hanks,2000,White,3,Non-Winner,Chuck Noland,Cast Away
Ed Harris,2000,White,4,Non-Winner,Jackson Pollock,Pollock
Geoffrey Rush,2000,White,5,Non-Winner,Marquis de Sade,Quills
Denzel Washington,2001,Non-White,1,Winner,Detective Alonzo Harris,Training Day
Will Smith,2001,Non-White,2,Non-Winner,Muhammad Ali,Ali
Russell Crowe,2001,White,1,Non-Winner,John Forbes Nash Jr,A Beautiful Mind
Sean Penn,2001,White,2,Non-Winner,Sam Dawson,I Am Sam
Tom Wilkinson,2001,White,3,Non-Winner,Dr Matt Fowler,In the Bedroom
Adrien Brody,2002,White,1,Winner,Wadysaw Szpilman,The Pianist
Nicolas Cage,2002,White,2,Non-Winner,Charlie Kaufman Donald Kaufman,Adaptation
Michael Caine,2002,White,3,Non-Winner,Thomas Fowler,The Quiet American
Daniel DayLewis,2002,White,4,Non-Winner,William Bill the Butcher Cutting,Gangs of New York
Jack Nicholson,2002,White,5,Non-Winner,Warren R Schmidt,About Schmidt
Ben Kingsley,2003,Non-White,1,Non-Winner,Colonel Massoud Amir Behrani,House of Sand and Fog
Sean Penn,2003,White,1,Winner,Jimmy Markum,Mystic River
Johnny Depp,2003,White,2,Non-Winner,Captain Jack Sparrow,Pirates of the Caribbean The Curse of the Black Pearl
Jude Law,2003,White,3,Non-Winner,W P Inman,Cold Mountain
Bill Murray,2003,White,4,Non-Winner,Bob Harris,Lost in Translation
Jamie Foxx,2004,Non-White,1,Winner,Ray Charles,Ray
Don Cheadle,2004,Non-White,2,Non-Winner,Paul Rusesabagina,Hotel Rwanda
Johnny Depp,2004,White,1,Non-Winner,J M Barrie,Finding Neverland
Leonardo DiCaprio,2004,White,2,Non-Winner,Howard Hughes,The Aviator
Clint Eastwood,2004,White,3,Non-Winner,Frankie Dunn,Million Dollar Baby
Terrence Howard,2005,Non-White,1,Non-Winner,Djay,Hustle Flow
Philip Seymour Hoffman,2005,White,1,Winner,Truman Capote,Capote
Heath Ledger,2005,White,2,Non-Winner,Ennis Del Mar,Brokeback Mountain
Joaquin Phoenix,2005,White,3,Non-Winner,Johnny Cash,Walk the Line
David Strathairn,2005,White,4,Non-Winner,Edward R Murrow,Good Night and Good Luck
Forest Whitaker,2006,Non-White,1,Winner,Idi Amin,The Last King of Scotland
Will Smith,2006,Non-White,2,Non-Winner,Chris Gardner,The Pursuit of Happyness
Leonardo DiCaprio,2006,White,1,Non-Winner,Danny Archer,Blood Diamond
Ryan Gosling,2006,White,2,Non-Winner,Dan Dunne,Half Nelson
Peter OToole,2006,White,3,Non-Winner,Maurice Russell,Venus
Daniel DayLewis,2007,White,1,Winner,Daniel Plainview,There Will Be Blood
George Clooney,2007,White,2,Non-Winner,Michael Clayton,Michael Clayton
Johnny Depp,2007,White,3,Non-Winner,Sweeney Todd Benjamin Barker,Sweeney Todd The Demon Barber of Fleet Street
Tommy Lee Jones,2007,White,4,Non-Winner,Hank Deerfield,In the Valley of Elah
Viggo Mortensen,2007,White,5,Non-Winner,Nikolai Luzhin,Eastern Promises
Sean Penn,2008,White,1,Winner,Harvey Milk,Milk
Richard Jenkins,2008,White,2,Non-Winner,Walter Vale,The Visitor
Frank Langella,2008,White,3,Non-Winner,Richard Nixon,FrostNixon
Brad Pitt,2008,White,4,Non-Winner,Benjamin Button,The Curious Case of Benjamin Button
Mickey Rourke,2008,White,5,Non-Winner,Randy The Ram Robinson,The Wrestler
Morgan Freeman,2009,Non-White,1,Non-Winner,Nelson Mandela,Invictus
Jeff Bridges,2009,White,1,Winner,Otis Bad Blake,Crazy Heart
George Clooney,2009,White,2,Non-Winner,Ryan Bingham,Up in the Air
Colin Firth,2009,White,3,Non-Winner,George Falconer,A Single Man
Jeremy Renner,2009,White,4,Non-Winner,SFC William James,The Hurt Locker
Colin Firth,2010,White,1,Winner,King George VI,The Kings Speech
Javier Bardem,2010,White,2,Non-Winner,Uxbal,Biutiful
Jeff Bridges,2010,White,3,Non-Winner,Reuben Rooster Cogburn,True Grit
Jesse Eisenberg,2010,White,4,Non-Winner,Mark Zuckerberg,The Social Network
James Franco,2010,White,5,Non-Winner,Aron Ralston,Hours
Demin Bichir,2011,Non-White,1,Non-Winner,Carlos Galindo,A Better Life
Jean Dujardin,2011,White,1,Winner,George Valentin,The Artist
George Clooney,2011,White,2,Non-Winner,Matthew King,The Descendants
Gary Oldman,2011,White,3,Non-Winner,George Smiley,Tinker Tailor Soldier Spy
Brad Pitt,2011,White,4,Non-Winner,Billy Beane,Moneyball
Denzel Washington,2012,Non-White,1,Non-Winner,William Whip Whitaker Sr,Flight
Daniel DayLewis,2012,White,1,Winner,Abraham Lincoln,Lincoln
Bradley Cooper,2012,White,2,Non-Winner,Patrizio Pat Solitano Jr,Silver Linings Playbook
Hugh Jackman,2012,White,3,Non-Winner,Jean Valjean,Les Misrables
Joaquin Phoenix,2012,White,4,Non-Winner,Freddie Quell,The Master
Chiwetel Ejiofor,2013,Non-White,1,Non-Winner,Solomon Northup,Years a Slave
Matthew McConaughey,2013,White,1,Winner,Ron Woodroof,Dallas Buyers Club
Christian Bale,2013,White,2,Non-Winner,Irving Rosenfeld,American Hustle
Bruce Dern,2013,White,3,Non-Winner,Woodrow Woody Grant,Nebraska
Leonardo DiCaprio,2013,White,4,Non-Winner,Jordan Belfort,The Wolf of Wall Street
Eddie Redmayne,2014,White,1,Winner,Stephen Hawking,The Theory of Everything
Steve Carell,2014,White,2,Non-Winner,John du Pont,Foxcatcher
Bradley Cooper,2014,White,3,Non-Winner,Chris Kyle,American Sniper
Benedict Cumberbatch,2014,White,4,Non-Winner,Alan Turing,The Imitation Game
Michael Keaton,2014,White,5,Non-Winner,Riggan Thomson,Birdman
Leonardo DiCaprio,2015,White,1,Winner,Hugh Glass,The Revenant
Bryan Cranston,2015,White,2,Non-Winner,Dalton Trumbo,Trumbo
Matt Damon,2015,White,3,Non-Winner,Mark Watney,The Martian
Michael Fassbender,2015,White,4,Non-Winner,Steve Jobs,Steve Jobs
Eddie Redmayne,2015,White,5,Non-Winner,Lili Elbe,The Danish Girl
Denzel Washington,2016,Non-White,1,Non-Winner,Troy Maxson,Fences
Casey Affleck,2016,White,1,Winner,Lee Chandler,Manchester by the Sea
Andrew Garfield,2016,White,2,Non-Winner,Desmond Doss,Hacksaw Ridge
Ryan Gosling,2016,White,3,Non-Winner,Sebastian Wilder,La La Land
Viggo Mortensen,2016,White,4,Non-Winner,Ben Cash,Captain Fantastic
Daniel Kaluuya,2017,Non-White,1,Non-Winner,Chris Washington,Get Out
Denzel Washington,2017,Non-White,2,Non-Winner,Roman J Israel,Roman J Israel Esq
Gary Oldman,2017,White,1,Winner,Winston Churchill,Darkest Hour
Timothe Chalamet,2017,White,2,Non-Winner,Elio Perlman,Call Me by Your Name
Daniel DayLewis,2017,White,3,Non-Winner,Reynolds Woodcock,Phantom Thread
Rami Malek,2018,Non-White,1,Winner,Freddie Mercury,Bohemian Rhapsody
Christian Bale,2018,White,1,Non-Winner,Dick Cheney,Vice
Bradley Cooper,2018,White,2,Non-Winner,Jackson Maine,A Star Is Born
Willem Dafoe,2018,White,3,Non-Winner,Vincent van Gogh,At Eternitys Gate
Viggo Mortensen,2018,White,4,Non-Winner,Tony Lip Vallelonga,Green Book
Antonio Banderas,2019,White,1,Non-Winner,Salvador Mallo,Pain and Glory
Leonardo DiCaprio,2019,White,2,Non-Winner,Rick Dalton,Once Upon a Time in Hollywood
Adam Driver,2019,White,3,Non-Winner,Charlie Barber,Marriage Story
Joaquin Phoenix,2019,White,4,Non-Winner,Arthur Fleck Joker,Joker
Jonathan Pryce,2019,White,5,Non-Winner,Cardinal Jorge Mario Bergoglio,The Two Popes
